
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;dnb global indeks s;dnb grönt skifte norden s;dnb health care s;dnb smb s;dnb teknologi s;east capital global emerging markets sustainable a;east capital global frontier markets a;enter cross credit a;enter select a;evli corporate bond placeringsfonden b;evli emerging markets credit placeringsfonden b;evli finland select placeringsfonden b;evli gem placeringsfonden b;evli global placeringsfonden b;evli high yield placeringsfonden b;evli likviditet placeringsfonden b;evli short corporate bond placeringsfonden b;
2025-03-21;0,011;0,006;-0,008;-0,071;-0,085;-0,057;-0,048;-0,000;0,003;-0,013;-0,016;-0,058;-0,035;-0,005;-0,017;-0,009;-0,009;
2025-03-24;0,016;0,003;-0,006;-0,072;-0,082;-0,055;-0,043;-0,000;0,004;-0,013;-0,017;-0,060;-0,035;-0,002;-0,017;-0,008;-0,009;
2025-03-25;0,013;0,003;-0,015;-0,074;-0,084;-0,060;-0,049;-0,000;0,005;-0,013;-0,020;-0,063;-0,038;-0,005;-0,017;-0,009;-0,013;
2025-03-26;0,009;-0,004;-0,019;-0,075;-0,091;-0,060;-0,047;-0,000;-0,002;-0,013;-0,021;-0,067;-0,038;-0,008;-0,017;-0,009;-0,014;
2025-03-27;0,007;-0,009;-0,021;-0,078;-0,095;-0,058;-0,047;-0,000;-0,004;-0,013;-0,022;-0,070;-0,040;-0,009;-0,018;-0,008;-0,014;
2025-03-28;-0,001;-0,011;-0,023;-0,082;-0,106;-0,068;-0,047;-0,000;-0,007;-0,013;-0,022;-0,074;-0,047;-0,017;-0,018;-0,008;-0,014;
2025-03-31;0,000;-0,020;-0,022;-0,089;-0,109;-0,074;;0,000;-0,012;-0,014;-0,021;-0,081;-0,055;-0,018;-0,019;-0,008;-0,014;
2025-04-01;0,000;-0,017;-0,030;-0,088;-0,107;-0,071;-0,050;0,000;-0,008;-0,013;-0,021;-0,077;-0,050;-0,018;-0,018;-0,008;-0,014;
2025-04-02;;-0,020;-0,032;-0,095;-0,109;-0,073;-0,052;0,000;-0,010;-0,013;-0,022;-0,080;-0,052;-0,019;-0,018;-0,008;-0,015;
2025-04-03;;-0,032;-0,043;-0,101;-0,140;-0,091;-0,075;-0,000;-0,024;-0,013;-0,027;-0,094;;-0,040;-0,020;-0,008;-0,019;
2025-04-04;;-0,050;-0,051;-0,126;-0,148;;-0,073;-0,001;-0,042;-0,015;-0,020;-0,100;;-0,040;-0,023;-0,008;-0,012;
2025-04-07;;-0,069;-0,060;-0,134;-0,156;-0,110;-0,082;-0,002;-0,064;-0,017;-0,025;-0,119;-0,095;-0,056;-0,027;-0,008;-0,014;
2025-04-08;;-0,061;-0,062;-0,130;-0,157;-0,113;-0,084;;;-0,016;-0,024;-0,107;-0,099;-0,056;-0,025;-0,008;-0,011;
2025-04-09;;-0,075;-0,053;-0,141;-0,130;-0,126;-0,093;-0,004;-0,069;-0,018;-0,025;-0,120;-0,110;-0,040;-0,028;-0,008;-0,010;
2025-04-10;;-0,057;-0,066;-0,130;-0,141;-0,111;-0,083;-0,003;-0,048;-0,016;-0,027;-0,107;-0,097;-0,048;-0,025;-0,008;-0,012;
2025-04-11;;-0,053;-0,056;-0,124;-0,135;-0,109;-0,075;-0,004;-0,049;-0,017;-0,022;-0,099;-0,090;-0,040;-0,026;-0,008;-0,006;
2025-04-14;;-0,044;-0,056;-0,115;-0,137;-0,100;-0,074;-0,004;-0,037;-0,015;-0,024;-0,092;-0,087;-0,041;-0,025;-0,008;-0,008;
2025-04-15;;-0,034;-0,052;-0,107;-0,129;-0,094;-0,071;-0,004;-0,028;-0,015;-0,022;-0,085;-0,080;-0,034;-0,023;-0,008;-0,007;
2025-04-16;;-0,036;-0,056;-0,106;-0,140;-0,101;-0,079;-0,003;-0,032;;;;;;-0,023;;;
2025-04-17;;;;;;-0,102;-0,084;-0,003;-0,036;-0,013;-0,019;-0,087;-0,080;-0,047;;-0,008;-0,004;
2025-04-22;;-0,043;-0,069;-0,110;-0,152;-0,106;-0,090;-0,003;-0,034;-0,012;-0,023;-0,088;-0,087;-0,047;-0,021;-0,008;-0,008;
2025-04-23;;;;;;-0,087;-0,081;-0,003;-0,026;;;;;;;;;
2025-04-24;;;;;;;;;;;;;;;;;;
2025-04-25;;;;;;;;;;;;;;;;;;
2025-04-28;;-0,030;-0,051;-0,091;-0,124;;;;;-0,011;-0,018;-0,078;-0,069;-0,033;-0,017;-0,007;-0,006;
2025-04-29;;-0,030;-0,047;-0,089;-0,122;-0,087;-0,071;-0,002;-0,024;;;;;;;;;
2025-04-30;;-0,022;-0,043;-0,086;-0,120;-0,087;-0,071;-0,001;-0,016;-0,011;-0,020;-0,071;-0,065;-0,029;-0,018;-0,007;-0,008;
2025-05-02;;-0,015;-0,043;-0,079;-0,108;-0,075;-0,069;-0,001;-0,012;-0,012;-0,020;-0,064;;-0,025;-0,018;-0,007;-0,007;
2025-05-05;;;;;;-0,073;-0,068;-0,001;-0,011;;;;;;;;;
2025-05-06;;-0,019;-0,053;-0,076;-0,112;;;;;-0,011;-0,022;-0,067;-0,055;-0,031;-0,017;-0,007;-0,008;
2025-05-07;;-0,017;-0,051;-0,068;-0,110;-0,074;-0,069;-0,001;-0,015;-0,010;-0,023;-0,066;-0,058;-0,029;-0,017;-0,007;-0,009;
2025-05-08;;-0,015;-0,055;-0,066;-0,104;-0,072;-0,068;-0,001;-0,013;-0,011;-0,022;-0,062;-0,053;-0,024;-0,016;-0,007;-0,008;
2025-05-09;;-0,013;-0,056;-0,060;-0,103;;;-0,000;-0,012;-0,011;-0,023;-0,062;-0,053;-0,021;-0,016;-0,007;-0,009;
2025-05-12;;-0,004;-0,045;-0,055;-0,082;-0,056;-0,056;0,000;0,000;-0,011;-0,022;-0,054;-0,042;-0,007;-0,015;-0,007;-0,009;
2025-05-13;;-0,002;-0,058;-0,050;-0,079;-0,059;-0,055;;;-0,011;-0,024;-0,055;-0,044;-0,009;-0,014;-0,007;-0,011;
2025-05-14;;-0,003;-0,064;-0,044;-0,077;-0,053;-0,052;;;-0,012;-0,023;-0,054;-0,040;-0,011;-0,014;-0,007;-0,011;
2025-05-15;;-0,002;-0,060;-0,049;-0,078;-0,055;-0,052;;;-0,011;-0,022;-0,050;-0,039;-0,009;-0,014;-0,007;-0,009;
2025-05-16;;-0,001;-0,051;-0,041;-0,075;-0,051;-0,049;;;-0,010;-0,022;-0,050;-0,037;-0,007;-0,014;-0,006;-0,009;
2025-05-19;;-0,002;-0,051;-0,041;-0,080;-0,058;-0,051;;;-0,010;-0,022;-0,049;-0,040;-0,010;-0,014;-0,006;-0,008;
2025-05-20;;0,002;-0,049;-0,040;-0,080;-0,056;-0,052;;;-0,010;-0,023;-0,047;-0,042;-0,010;-0,014;-0,006;-0,009;
2025-05-21;;0,000;-0,060;-0,036;-0,086;-0,058;-0,056;;;-0,011;-0,023;-0,047;-0,041;-0,019;-0,014;-0,006;-0,010;
2025-05-22;;-0,007;-0,061;-0,040;-0,084;-0,059;-0,052;;;-0,011;-0,025;-0,052;-0,042;-0,018;-0,014;-0,006;-0,010;
2025-05-23;;-0,011;-0,066;-0,042;-0,093;-0,062;-0,056;;;-0,010;-0,025;-0,056;-0,043;-0,025;-0,014;-0,006;-0,010;
2025-05-26;;-0,003;;-0,036;;-0,062;-0,058;;;-0,010;;-0,054;-0,046;;;-0,006;-0,011;
2025-05-27;;0,000;-0,055;-0,034;-0,079;-0,060;-0,055;;;-0,009;-0,025;-0,051;-0,044;-0,014;-0,013;-0,006;-0,010;
2025-05-28;;-0,002;-0,058;-0,034;-0,079;-0,060;-0,050;;;-0,009;-0,022;-0,050;-0,038;-0,018;-0,013;-0,006;-0,008;
2025-05-30;;;-0,057;-0,037;-0,082;-0,067;-0,054;;;-0,008;-0,022;-0,052;;-0,018;-0,012;-0,006;-0,008;
2025-06-02;;;;;;-0,070;-0,060;;;;;;;;;;;
2025-06-03;;-0,005;-0,056;-0,030;-0,077;;;;;-0,008;-0,020;-0,051;-0,043;-0,016;-0,011;-0,006;-0,005;
2025-06-04;;0,002;-0,055;-0,026;-0,071;-0,058;-0,049;;;-0,008;-0,019;-0,047;-0,040;-0,014;-0,011;-0,006;-0,005;
2025-06-05;;;;;;-0,058;-0,052;;;-0,008;-0,017;-0,045;-0,039;-0,014;-0,011;-0,006;-0,004;
2025-06-09;;;;;;;;;;-0,008;-0,017;-0,044;-0,034;-0,009;;-0,006;-0,003;
2025-06-10;;0,009;-0,046;-0,024;-0,062;-0,051;-0,046;;;-0,007;-0,016;-0,042;-0,032;-0,006;-0,010;-0,006;-0,003;
2025-06-11;;0,008;-0,048;-0,022;-0,065;-0,049;-0,044;;;-0,007;-0,015;-0,043;-0,031;-0,008;-0,009;-0,005;-0,003;
2025-06-12;;0,005;-0,049;-0,022;-0,067;-0,057;-0,051;;;-0,006;-0,015;-0,045;-0,035;-0,011;-0,009;-0,005;-0,003;
2025-06-13;;0,000;-0,050;-0,018;-0,070;-0,061;-0,049;;;-0,007;-0,016;-0,051;-0,040;-0,016;-0,010;-0,005;-0,004;
2025-06-16;;;-0,055;-0,019;-0,067;-0,059;-0,052;;;-0,007;-0,015;-0,045;-0,038;-0,014;-0,010;-0,005;-0,003;
2025-06-17;;;-0,060;-0,021;-0,067;-0,059;-0,050;;;-0,007;-0,015;-0,050;-0,038;-0,016;-0,009;-0,005;-0,003;
2025-06-18;;;-0,057;-0,020;-0,062;-0,056;-0,043;;;-0,006;-0,013;-0,048;-0,036;-0,014;-0,010;-0,005;-0,002;
2025-06-19;;;;-0,020;;-0,060;-0,045;;;-0,007;;-0,043;-0,037;;-0,010;-0,005;0,001;
2025-06-23;;;-0,057;-0,025;-0,064;;;;;-0,006;-0,008;-0,040;-0,035;-0,012;-0,010;-0,005;0,004;
2025-06-24;;;;;;-0,049;-0,040;;;-0,006;-0,008;-0,041;-0,031;-0,009;-0,009;-0,005;0,002;
2025-06-25;;;;;;-0,046;-0,038;;;-0,006;-0,009;-0,046;-0,030;-0,014;-0,009;-0,005;0,001;
2025-06-26;;;-0,058;-0,023;-0,057;-0,047;-0,038;;;-0,006;-0,009;-0,044;-0,031;-0,010;-0,010;-0,005;0,001;
2025-06-27;;;;;;-0,044;-0,033;;;-0,006;-0,007;-0,037;-0,030;-0,006;-0,010;-0,005;0,003;
2025-06-30;;;-0,055;-0,016;-0,051;-0,046;-0,031;;;-0,006;-0,005;-0,038;-0,030;-0,003;-0,009;-0,005;0,004;
2025-07-01;;;-0,052;-0,017;-0,055;-0,046;-0,031;;;-0,005;-0,004;-0,038;-0,028;0,000;-0,009;-0,005;0,005;
2025-07-02;;;-0,052;-0,018;-0,049;-0,044;-0,028;;;-0,005;-0,002;-0,034;-0,023;0,003;-0,009;-0,005;0,007;
2025-07-03;;;-0,053;;-0,042;-0,038;-0,026;;;;0,001;;;0,004;;;;
2025-07-04;;;;-0,009;;;;;;-0,004;;-0,030;-0,020;;-0,008;-0,005;0,010;
2025-07-07;;;-0,059;-0,009;-0,048;-0,043;-0,023;;;-0,004;-0,002;-0,033;-0,023;-0,003;-0,008;-0,004;0,007;
2025-07-08;;;-0,054;-0,009;-0,047;-0,040;-0,022;;;-0,005;-0,003;-0,032;-0,023;-0,001;-0,008;-0,004;0,006;
2025-07-09;;;;;;-0,041;-0,017;;;-0,004;-0,003;-0,031;-0,022;0,000;-0,008;-0,004;0,007;
2025-07-10;;;-0,049;-0,005;-0,047;-0,040;-0,016;;;-0,005;-0,003;-0,028;-0,021;0,002;-0,007;-0,004;0,006;
2025-07-11;;;-0,054;-0,002;-0,049;-0,041;-0,013;;;-0,005;-0,004;-0,031;-0,022;-0,004;-0,007;-0,004;0,005;
2025-07-14;;;;;;-0,037;-0,010;;;-0,005;-0,001;-0,030;-0,018;-0,002;-0,007;-0,004;0,008;
2025-07-15;;;-0,054;0,007;-0,043;-0,029;-0,004;;;-0,004;0,000;-0,028;-0,014;-0,004;-0,007;-0,004;0,010;
2025-07-16;;;-0,047;0,009;-0,042;-0,026;0,001;;;-0,004;0,003;-0,027;-0,011;-0,001;-0,007;-0,004;0,012;
2025-07-17;;;-0,049;0,011;-0,037;-0,026;0,002;;;-0,004;0,003;-0,025;-0,007;0,003;-0,007;-0,004;0,013;
2025-07-18;;;-0,056;0,013;-0,041;-0,029;-0,006;;;-0,004;0,002;-0,026;-0,009;-0,003;-0,007;-0,004;0,011;
2025-07-21;;;-0,064;0,006;-0,043;-0,030;-0,006;;;-0,003;0,002;-0,024;-0,009;-0,007;-0,007;-0,004;0,010;
2025-07-22;;;-0,058;0,005;-0,047;-0,036;-0,007;;;-0,003;0,001;-0,028;-0,011;-0,005;-0,007;-0,004;0,010;
2025-07-23;;;-0,050;0,004;-0,046;-0,032;-0,007;;;-0,003;-0,001;-0,026;-0,010;-0,001;-0,007;-0,004;0,007;
2025-07-24;;;-0,049;0,005;-0,047;-0,030;-0,006;;;-0,004;0,001;-0,018;-0,008;-0,000;-0,006;-0,004;0,008;
2025-07-25;;;-0,047;0,002;-0,047;-0,033;-0,005;;;;0,002;-0,017;-0,008;0,000;;-0,004;;
2025-07-28;;;-0,047;0,004;-0,043;-0,036;-0,001;;;-0,003;0,000;-0,021;-0,009;0,000;-0,005;-0,004;0,008;
2025-07-29;;;-0,051;0,006;-0,040;-0,032;-0,000;;;-0,003;0,000;-0,021;-0,005;0,001;-0,005;-0,004;0,008;
2025-07-30;;;-0,049;0,005;-0,037;-0,030;0,003;;;-0,003;0,001;-0,023;-0,002;0,000;-0,005;-0,004;0,008;
2025-07-31;;;-0,057;0,009;-0,036;-0,032;0,006;;;-0,003;0,001;-0,025;-0,007;-0,005;-0,005;-0,004;0,007;
2025-08-01;;;-0,060;0,002;-0,050;-0,046;-0,002;;;-0,003;0,003;-0,028;-0,011;-0,010;-0,005;-0,004;0,009;
2025-08-04;;;-0,057;0,003;-0,043;-0,041;0,001;;;-0,002;0,004;-0,026;-0,012;-0,007;-0,005;-0,004;0,010;
2025-08-05;;;-0,059;0,007;-0,045;-0,037;0,004;;;-0,002;0,003;-0,025;-0,010;-0,006;-0,005;-0,003;0,009;
2025-08-06;;;-0,067;0,005;-0,044;-0,039;0,006;;;-0,002;0,004;-0,027;-0,010;-0,006;-0,004;-0,003;0,009;
2025-08-07;;;-0,072;0,004;-0,045;-0,032;0,007;;;-0,002;0,005;-0,025;-0,005;-0,009;-0,004;-0,003;0,010;
2025-08-08;;;-0,071;0,003;-0,042;-0,035;0,006;;;-0,003;0,003;-0,026;-0,007;-0,007;-0,004;-0,003;0,008;
2025-08-11;;;-0,068;0,003;-0,041;-0,032;0,010;;;-0,003;0,004;-0,029;-0,006;-0,004;-0,004;-0,003;0,009;
2025-08-12;;;-0,066;0,001;-0,040;-0,035;0,010;;;-0,003;0,006;-0,027;-0,005;-0,003;-0,004;-0,003;0,010;
2025-08-13;;;-0,059;0,004;-0,039;-0,029;0,008;;;-0,002;0,004;-0,030;-0,004;0,004;-0,003;-0,003;0,008;
2025-08-14;;;-0,057;0,006;-0,038;-0,030;0,011;;;-0,002;0,006;-0,027;-0,003;0,003;-0,003;-0,003;0,010;
2025-08-15;;;-0,051;0,006;-0,039;;;;;-0,003;0,005;-0,026;-0,003;0,001;-0,003;-0,003;0,008;
2025-08-18;;;-0,049;0,006;-0,039;-0,029;0,010;;;-0,002;0,006;-0,027;0,001;0,001;-0,003;-0,003;0,009;
2025-08-19;;;-0,047;0,005;-0,042;-0,030;0,010;;;-0,002;0,004;-0,024;-0,001;0,005;-0,003;-0,003;0,008;
2025-08-20;;;-0,042;0,004;-0,043;-0,036;0,010;;;-0,002;0,006;-0,021;-0,002;0,004;-0,003;-0,003;0,010;
2025-08-21;;;-0,041;0,012;-0,043;-0,033;0,012;;;-0,003;0,006;-0,023;-0,001;0,003;-0,004;-0,003;0,009;
2025-08-22;;;-0,042;0,016;-0,039;-0,032;0,010;;;-0,002;0,006;-0,016;-0,002;0,007;-0,004;-0,003;0,009;
2025-08-25;;;-0,046;0,016;-0,038;-0,030;0,007;;;-0,003;0,006;-0,018;0,002;0,004;;-0,003;0,008;
2025-08-26;;;-0,044;0,015;-0,039;-0,030;0,009;;;-0,002;0,006;-0,021;0,002;0,002;-0,004;-0,003;0,009;
2025-08-27;;;-0,042;0,013;-0,035;-0,033;0,009;;;-0,002;0,005;-0,023;0,003;0,004;-0,004;-0,003;0,008;
2025-08-28;;;-0,046;0,013;-0,035;-0,036;0,006;;;-0,002;0,003;-0,027;-0,002;0,001;-0,004;-0,003;0,006;
2025-08-29;;;-0,045;0,013;-0,040;-0,034;0,006;;;-0,002;0,002;-0,029;-0,000;-0,002;-0,004;-0,003;0,005;
2025-09-01;;;;0,010;;-0,037;-0,002;;;-0,003;;-0,028;-0,000;;-0,004;-0,003;0,005;
2025-09-02;;;-0,047;0,004;-0,047;-0,039;-0,000;;;-0,003;-0,001;-0,036;-0,004;-0,006;-0,005;-0,003;0,002;
2025-09-03;;;-0,046;0,005;-0,042;-0,036;-0,002;;;-0,003;-0,001;-0,034;-0,003;-0,005;-0,005;-0,003;0,002;
2025-09-04;;;-0,042;0,006;-0,033;-0,036;0,002;;;-0,003;0,000;-0,031;-0,004;0,000;-0,005;-0,003;0,003;
2025-09-05;;;-0,045;0,005;-0,036;-0,034;-0,003;;;-0,002;0,001;-0,028;-0,002;-0,001;-0,004;-0,002;0,003;
2025-09-08;;;-0,046;0,009;-0,033;-0,033;-0,006;;;-0,001;0,002;-0,026;-0,002;0,001;-0,004;-0,002;0,003;
2025-09-09;;;-0,045;0,012;-0,030;-0,029;-0,005;;;-0,002;0,002;-0,026;-0,000;-0,002;-0,004;-0,002;0,003;
2025-09-10;;;;;;-0,027;-0,007;;;-0,001;0,001;-0,026;-0,001;-0,007;-0,004;-0,002;0,002;
2025-09-11;;;-0,046;0,018;-0,028;-0,020;-0,005;;;-0,002;0,000;-0,022;0,001;-0,002;-0,003;-0,002;0,001;
2025-09-12;;;-0,050;0,016;-0,027;-0,016;-0,005;;;-0,002;0,000;-0,022;0,002;-0,005;-0,003;-0,002;0,001;
2025-09-15;;;-0,056;0,017;-0,024;-0,016;-0,006;;;-0,001;0,001;-0,022;-0,000;-0,007;-0,003;-0,002;0,001;
2025-09-16;;;-0,058;0,016;-0,025;-0,016;-0,003;;;-0,001;0,001;-0,025;-0,002;-0,010;-0,003;-0,002;0,000;
2025-09-17;;;-0,055;0,012;-0,023;-0,012;-0,006;;;-0,001;0,002;-0,025;-0,000;-0,009;-0,003;-0,002;0,002;
2025-09-18;;;-0,049;0,014;-0,013;-0,005;0,001;;;-0,001;0,004;-0,023;0,002;-0,002;-0,002;-0,002;0,003;
2025-09-19;;;-0,050;0,014;-0,010;-0,005;-0,001;;;-0,001;0,005;-0,023;0,005;-0,004;-0,002;-0,002;0,005;
2025-09-22;;;-0,049;0,009;-0,007;-0,006;-0,004;;;-0,001;0,006;-0,022;0,003;-0,005;-0,002;-0,002;0,006;
2025-09-23;;;-0,053;0,013;-0,010;-0,008;-0,007;;;-0,001;0,006;-0,020;-0,000;-0,006;-0,002;-0,002;0,006;
2025-09-24;;;-0,052;0,012;-0,010;-0,002;-0,002;;;-0,001;0,006;-0,022;-0,001;-0,005;-0,002;-0,002;0,005;
2025-09-25;;;-0,057;0,005;-0,009;-0,004;-0,001;;;-0,001;0,006;-0,027;-0,001;-0,008;-0,002;-0,002;0,005;
2025-09-26;;;-0,057;0,003;-0,012;-0,010;-0,002;;;-0,001;0,005;-0,026;-0,007;-0,005;-0,002;-0,002;0,005;
2025-09-29;;;-0,054;-0,001;-0,009;-0,005;-0,001;;;-0,001;0,004;-0,026;-0,007;-0,005;-0,002;-0,002;0,004;
2025-09-30;;;-0,048;-0,002;-0,009;-0,006;0,002;;;-0,001;0,006;-0,024;-0,002;-0,004;-0,002;-0,002;0,006;
2025-10-01;;;-0,035;0,001;-0,008;-0,004;0,002;;;-0,001;0,005;-0,024;-0,003;-0,005;-0,002;-0,002;0,005;
2025-10-02;;;;;;0,003;0,003;;;;;;-0,002;;;;;
2025-10-03;;;-0,027;-0,002;-0,005;0,004;;;;-0,000;0,005;-0,024;-0,001;-0,003;-0,001;-0,002;0,005;
2025-10-06;;;-0,027;-0,001;-0,001;;0,007;;;-0,000;0,003;-0,029;;-0,003;-0,001;-0,001;0,004;
2025-10-07;;;-0,028;-0,002;-0,003;0,006;0,004;;;-0,000;0,003;-0,029;;-0,006;-0,002;-0,001;0,003;
2025-10-08;;;-0,024;-0,004;0,002;0,004;0,009;;;0,000;0,003;-0,025;0,001;-0,003;-0,002;-0,001;0,003;
2025-10-09;;;-0,020;-0,002;0,006;0,007;0,011;;;-0,000;0,004;-0,022;0,005;-0,001;-0,003;-0,001;0,004;
2025-10-10;;;-0,028;-0,005;-0,005;0,004;0,014;;;-0,000;0,005;-0,021;;-0,011;-0,004;-0,001;0,005;
2025-10-13;;;-0,028;-0,008;0,001;-0,002;0,009;;;0,000;;-0,021;0,000;-0,007;-0,004;-0,001;0,006;
2025-10-14;;;-0,026;-0,013;0,005;-0,007;0,012;;;0,000;0,005;-0,018;-0,009;-0,005;-0,004;-0,001;0,006;
2025-10-15;;;-0,027;-0,008;0,006;-0,001;0,009;;;0,001;0,005;-0,016;0,000;-0,006;-0,002;-0,001;0,007;
2025-10-16;;;-0,029;-0,008;0,004;0,002;0,012;;;0,001;0,006;-0,012;0,000;-0,009;-0,002;-0,001;0,007;
2025-10-17;;;-0,027;-0,014;0,005;0,000;0,007;;;0,001;0,006;-0,015;-0,006;-0,008;-0,003;-0,001;0,007;
2025-10-20;;;-0,024;-0,011;0,009;0,007;0,001;;;0,001;0,004;-0,014;-0,003;-0,006;-0,002;-0,001;0,004;
2025-10-21;;;;;;0,003;0,007;;;0,002;0,003;-0,015;-0,002;-0,002;-0,002;-0,001;0,004;
2025-10-22;;;-0,023;-0,012;0,006;0,005;0,008;;;0,001;0,002;-0,014;-0,002;-0,006;-0,002;-0,001;0,003;
2025-10-23;;;-0,024;-0,003;0,007;0,003;0,006;;;0,001;0,002;-0,004;-0,004;-0,006;-0,002;-0,001;0,002;
2025-10-24;;;-0,023;-0,001;0,011;0,009;0,007;;;0,001;0,001;-0,003;-0,003;-0,005;-0,002;-0,001;0,001;
2025-10-27;;;-0,022;0,005;0,017;0,016;0,004;;;0,002;0,003;0,001;-0,001;-0,003;-0,001;-0,001;0,002;
2025-10-28;;;-0,026;0,005;0,022;0,013;0,006;;;0,002;0,004;0,008;-0,002;-0,007;-0,001;-0,001;0,003;
2025-10-29;;;;;;0,019;0,006;;;0,002;0,002;0,007;0,001;-0,012;-0,001;-0,001;0,002;
2025-10-30;;;-0,026;0,003;0,020;0,022;0,009;;;0,002;0,002;0,006;0,002;-0,012;-0,001;-0,001;0,003;
2025-10-31;;;-0,026;0,006;0,024;0,018;0,012;;;0,002;0,002;0,002;0,001;-0,009;-0,001;-0,001;0,003;
2025-11-03;;;-0,027;0,004;0,026;0,023;0,010;;;0,001;0,003;0,004;0,001;-0,011;-0,001;-0,001;0,003;
2025-11-04;;;-0,022;-0,002;0,019;0,022;0,011;;;0,001;0,004;-0,002;-0,002;-0,011;-0,001;-0,001;0,004;
2025-11-05;;;-0,023;-0,006;0,019;0,022;0,009;;;0,001;0,005;-0,004;-0,000;-0,009;-0,001;-0,001;0,005;
2025-11-06;;;-0,021;-0,008;0,014;0,026;0,011;;;0,001;0,004;0,000;-0,001;-0,013;-0,001;-0,001;0,005;
2025-11-07;;;-0,021;-0,014;0,010;0,018;0,006;;;0,000;0,007;0,000;-0,003;-0,013;-0,002;-0,001;0,007;
2025-11-10;;;-0,017;-0,010;0,016;0,025;0,003;;;0,001;0,005;-0,000;-0,001;-0,012;-0,002;-0,001;0,005;
2025-11-11;;;-0,010;-0,011;0,015;0,027;-0,002;;;0,001;;0,007;-0,003;-0,012;-0,001;-0,001;0,005;
2025-11-12;;;-0,006;-0,013;0,015;0,025;0,002;;;0,001;0,003;0,006;-0,002;-0,010;-0,001;-0,001;0,003;
2025-11-13;;;-0,009;-0,011;0,006;0,023;-0,003;;;0,000;0,002;0,004;-0,002;-0,013;-0,002;-0,001;0,002;
2025-11-14;;;-0,009;-0,016;0,005;0,015;-0,001;;;-0,000;0,004;0,003;-0,005;-0,014;-0,002;-0,001;0,004;
2025-11-17;;;-0,008;-0,015;0,001;0,018;0,001;;;0,000;0,002;-0,003;-0,007;-0,018;-0,002;-0,001;0,002;
2025-11-18;;;-0,005;-0,023;-0,006;0,007;-0,002;;;-0,000;0,004;-0,009;-0,011;-0,021;-0,003;-0,000;0,004;
2025-11-19;;;-0,001;-0,020;-0,005;0,011;-0,002;;;0,000;0,004;-0,011;-0,009;-0,019;-0,002;-0,000;0,004;
2025-11-20;;;-0,001;-0,015;-0,010;0,012;-0,001;;;0,000;0,005;-0,006;-0,004;-0,023;-0,002;-0,000;0,005;
2025-11-21;;;0,009;-0,022;-0,008;-0,003;-0,002;;;0,000;0,006;-0,009;-0,010;-0,011;-0,002;-0,000;0,006;
2025-11-24;;;0,009;-0,021;-0,002;0,000;-0,003;;;0,000;0,005;-0,007;-0,007;-0,011;-0,002;-0,000;0,005;
2025-11-25;;;0,017;-0,022;0,002;0,001;-0,001;;;0,001;0,006;-0,005;-0,005;-0,004;-0,002;-0,000;0,006;
2025-11-26;;;0,017;;0,004;0,005;-0,000;;;;0,006;;;-0,004;;;;
2025-11-27;;;;-0,011;;;;;;0,001;;0,001;-0,002;;-0,001;-0,000;0,006;
2025-11-28;;;0,013;-0,007;0,003;0,004;0,002;;;0,001;0,005;0,000;-0,001;-0,004;-0,001;-0,000;0,005;
2025-12-01;;;0,007;-0,012;0,002;0,005;0,002;;;0,000;0,003;-0,001;-0,001;-0,005;-0,001;-0,000;0,004;
2025-12-02;;;0,006;-0,012;0,006;0,006;0,001;;;0,001;0,004;0,000;0,002;-0,004;-0,000;-0,000;0,005;
2025-12-03;;;0,005;-0,008;0,004;0,003;0,003;;;0,001;0,003;0,001;0,001;-0,005;-0,000;-0,000;0,004;
2025-12-04;;;0,004;-0,004;0,007;0,005;0,006;;;0,001;0,004;0,006;0,002;-0,002;-0,000;-0,000;0,004;
2025-12-05;;;0,004;0,002;0,011;0,009;0,006;;;0,001;0,004;0,006;0,004;-0,001;0,000;-0,000;0,004;
2025-12-08;;;0,001;0,004;0,011;0,009;0,007;;;-0,000;0,003;0,007;0,003;-0,002;0,000;-0,000;0,003;
2025-12-09;;;-0,005;-0,001;0,009;0,005;0,005;;;-0,000;0,002;0,005;-0,000;-0,005;0,000;-0,000;0,002;
2025-12-10;;;;;;0,006;0,001;;;-0,000;0,000;0,004;-0,001;-0,003;-0,000;-0,000;0,000;
2025-12-11;;;-0,001;-0,001;0,003;-0,001;0,000;;;0,000;-0,001;0,003;-0,006;-0,001;-0,000;-0,000;-0,001;
2025-12-12;;;0,000;0,000;0,000;0,005;0,002;;;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
2025-12-15;;;;;;0,000;0,000;;;;;;;;;;;
