
# ;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];
# ;storebrand emerging markets plus a;storebrand europa a;storebrand frn företagsobligation a;storebrand global all countries a;storebrand global företagsobligation a;storebrand global high dividend low volatility a;storebrand global indeks a4;storebrand global low volatility a;storebrand global multifactor a;storebrand global plus a;storebrand global solutions a;storebrand grön obligation a;storebrand japan a;storebrand kortränta a;storebrand obligation a;storebrand sverige a;storebrand sverige plus a;
2026-01-05;;;;;;;;;;;;;;;;;;
2026-01-07;-0,000;0,004;-0,001;;;0,005;0,009;;0,004;;0,005;-0,001;0,003;-0,001;-0,000;-0,003;;
2026-01-08;-0,002;0,004;-0,001;;;0,009;0,010;;0,006;;0,002;-0,001;-0,000;-0,001;-0,000;-0,008;;
2026-01-09;-0,003;0,006;-0,001;;;0,009;0,012;;0,007;;0,003;-0,001;0,000;-0,001;-0,001;-0,003;;
2026-01-12;-0,001;0,006;-0,001;;;0,007;0,011;;0,006;;0,003;-0,001;;-0,000;0,000;-0,004;;
2026-01-13;0,002;0,005;-0,000;;;0,006;0,010;;0,006;;0,004;-0,000;0,007;-0,000;0,000;-0,004;;
2026-01-14;0,003;0,006;-0,000;;;0,009;0,010;;0,007;;0,002;-0,000;0,014;-0,000;0,001;-0,004;;
2026-01-15;0,006;0,008;-0,000;;;0,011;0,011;;0,012;;0,007;0,000;0,017;-0,000;0,001;0,004;;
2026-01-16;0,008;0,008;-0,000;;;0,011;0,012;;0,010;;0,007;-0,000;0,017;-0,000;0,000;0,004;;
2026-01-19;0,008;0,003;-0,000;;;;;;;;;0,000;0,015;-0,000;0,001;-0,006;;
2026-01-20;0,001;-0,001;-0,000;;;0,002;0,002;;-0,000;;-0,004;-0,000;0,008;-0,000;0,001;-0,007;;
2026-01-21;-0,000;-0,005;-0,000;;;0,003;0,003;;0,003;;-0,002;-0,000;0,001;-0,000;0,000;-0,006;;
2026-01-22;0,000;-0,001;-0,000;;;0,001;0,003;;0,003;;0,000;-0,000;-0,000;-0,000;0,000;-0,002;;
2026-01-23;0,002;-0,002;-0,000;;;0,001;0,002;;0,001;;-0,001;-0,000;0,002;-0,000;-0,000;-0,001;;
2026-01-26;0,000;0,000;0,000;;;0,000;0,000;;0,000;;0,000;0,000;0,000;0,000;0,000;0,000;;
